,Name,text
174,Bluecheese Martini, place all ingredients in a cocktail shaker  filled with ice cubes shake vigorously and strain into a cocktail glass garnish with olives and serve     vodka   tsp blue cheese   dashs dry vermouth
175,Bluegreeni, shake everything with ice strain into a cocktail glass     vodka    apple schnapps   tsp blue curacao liqueur
176,Blues Night, pour the vodka and blue curacao into a highball glass halffilled with ice cubes top up with up or sprite sprinkle salt on top stir with a stick or straw remove and serve     vodka    blue curacao liqueur   tsp salt    lemonade
177,Armored Car, shake ingredients in a cocktail shaker with ice strain over ice into an oldfashioned glass     almond liqueur    white tequila
178,Blunt Ash, pour all ingredients into a pitcher adding koolaid powder last stir and serve chilled over ice     vodka    apple schnapps    banana liqueur    cherry cordial
179,Blushing Geisha, muddle the strawberries and sugar with a dash of lemon juice in the bottom of a mixing tin halffilled with ice cubes add sake and vodka shake well and pour entire contents into an oldfashioned glass serve     vodka    rice wine   creme de fraise des bois   tsp caster sugar   strawberries
180,Blushing Barmaid, pour ingredients into an oldfashioned glass halffilled with broken ice     almond liqueur    bitters    lemon soda
181,Boardwalk, pour the vodka wine  white  dry vermouth maraschino liqueur and lemon juice into a cocktail shaker halffilled with cracked ice shake well and strain into a chilled cocktail glass garnish with a lemon twist and serve     vodka    dry vermouth   tsp maraschino liqueur   tsp lemon juice
182,Bob Cocktail, pour the cherry brandy amaretto banana liqueur and orange juice into a cocktail shaker halffilled with ice cubes shake well strain into a chilled cocktail glass and serve     cherry brandy    almond liqueur    banana liqueur    orange juice
183,Bob Dylan, combine all ingredients in a blender mix until smooth be careful surge is carbonated it will foam up enjoy     citrus soda    herbal liqueur    ice
184,BMW, mix and drink     irish cream    coconut rum    whiskey
185,Bobby Bare, combine ingredients in an oldfashioned glass and stir     orange vodka    lemon soda   lime
186,Boccie Bounce, shake ingredients in a cocktail shaker with ice strain into a cocktail glass and garnish with cherry     almond liqueur    cream   orange juice
187,Bobby Sherman, pour vodka over ice and allow to sit for one full minute add soda do not stir     cherry vodka    cherry cola
188,Army Special, pour vodka gin and roses lime juice into glass and top up with crushed ice wait for ice to melt slightly and sip without a straw    ml vodka   ml gin   ml lime juice   glasss crushed ice
189,Bocci Ball 2, pour the amaretto and orange juice into a highball glass almost filled with ice cubes stir and serve     almond liqueur    orange juice
190,Boccie Ball, measure a highball glass full of ice into a cocktail shaker add ingredients and shake pour back into glass     almond liqueur    orange juice
191,Bodka-aid, get a clean cooler and empty the contents of  beer a   bottle of vodka and the ice  bags into the cooler add  cans of concentrated pink lemonade mix thoroughly serve in plastic beer glasses    bottles bitter beer    vodka   cans lemonade    lb ice
192,Bocktail, pour all ingredients into a chilled highball glass filled with ice cubes and stir gently garnish with a slice of lime and serve     vodka    gin   blue curacao liqueur    lemonade
193,Body Maid, put tequila into glass then fill with limeade stir with straw garnish with lime wedge enjoy     gold tequila    lime soda
194,Bohemian Martini, add to martini shaker with cracked ice and shake hard strain into glass and garnish with a licorice stick     vodka    licorice liqueur
195,Boina Roja, pour rums sugar and grenadine over crushed ice in a small highball glass and stir well add lime juice garnish with a mint sprig and a cherry and serve      white rum    white rum   tsp superfine sugar     dashs grenadine syrup   lime juice
196,Bold Gold Monkey, combine all in a shaker with adequate ice shake vigorously strain into a chilled martini glass    parts gold rum   parts vodka   parts orange juice   tsp grenadine syrup
197,Bolero, stir all ingredients well with cracked ice strain into a cocktail glass and serve     apple brandy    white rum   tsp sweet vermouth
198,Bolo Cocktail, pour the dark rum lemon juice orange juice and sugar into a cocktail shaker halffilled with ice cubes shake well and strain into a chilled cocktail glass garnish with a slice of lemon and serve      dark rum    lemon juice   orange juice   tsp sugar
199,Around The World, pour rum cognac orange juice sour mix and creme de noyaux into a blender with one cup of crushed ice blend until smooth pour into a wine goblet and serve     dark rum    brandy     orange juice    sours    creme de almond    crushed ice
200,Bomb Cocktail, combine all ingredients in a chilled glass and serve     vodka    gin    peach schnapps    cinnamon schnapps    white rum
201,Bombay Cocktail, stir all ingredients with ice strain into a cocktail glass and serve     dry vermouth    sweet vermouth    brandy   tsp triple sec   tsp anis
202,Bombay Cosmo, pour the gin cointreau and juices into a cocktail shaker halffilled with ice cubes shake well and strain into a cocktail glass add a lemon twist and serve     gin    orange liqueur    cranberry juice   tsp lime juice
203,Bombay Safari, build directly in a collins glass filled with ice cubes do not shake garnish with a lime wedge and serve     gin   splashs lime juice    sours    tonic water
204,Bone Crusher, combine all ingredients except champagne in a cocktail shaker and shake vigorously pour into a tall glass preferably a pint glass or large brandy snifter with ice and float the champagne on top with a squeeze of lemon serve     gin    vodka   triple sec    rum    grenadine syrup    lime juice    sours    champagne
205,Bombay Sling, pour ingredients in order into a collins glass filled with ice cubes garnish with a slice of orange and a maraschino cherry and serve     brandy    lemon juice    orange juice   dashs grenadine syrup   dashs cherry brandy
206,Bomber, stir ingredients together over ice in a highball glass and serve     almond liqueur    peach liqueur    apple juice
207,Bon Bini, pour the rum curacao and juice  pinejuice  apple juice into a cocktail shaker halffilled with ice cubes shake well and strain into an oldfashioned glass garnish with a slice of pineapple and serve     rum    orange curacao liqueur    apple juice
208,Bonaparte, stir and strain into a brandy snifter     brandy    orange liqueur
209,Bonehead, pour all ingredients into a tall glass filled with ice cubes stir well add lemonade to taste stir again and serve     vodka    triple sec    almond liqueur    lemon juice   dashs orange juice  lemonade
210,Arrowhead, add ingredients to an oldfashioned glass threequarters filled with broken ice     dark rum    peach liqueur   creme de bananes    lime juice    lemonade
211,Bonny Doon, pour scotch whisky vermouth and benedictine into a cocktail shaker halffilled with ice cubes shake well strain into an oldfashioned or rocks glass and serve     scotch whiskey    sweet vermouth   tsp benedictine herbal liqueur
212,Boo Hoo, pour both ingredients over ice in an oldfashioned glass stir and serve     irish cream    chocolate milk
213,Bongo Cola, pour gold rum coffee liqueur kirsch juice  pinejuice  apple juice and lemon juice into a cocktail shaker halffilled with ice cubes shake well strain into a collins glass filled with ice cubes fill with cola and stir gently garnish with a     gold rum    coffee liqueur   dashs cherry brandy    apple juice   dashs lemon juice    cola
214,Booga Booga, pour all ingredients into a highball glass with two ice cubes stir well and serve     vodka    orange juice   apple soda    raspberry iced tea soda
215,Booster, shake ingredients in a cocktail shaker with ice strain into a chilled cocktail glass     brandy    blue curacao liqueur   egg
216,Boot Blaster, half fill a 20 glass preferrably in the shape of a cowboy boot with ice regular or crushed pour the spirits over the ice add lemonlime mix leaving room at the top for the  of cocacola to dirty the drink     white rum    cola    gin    vodka    triple sec    lemonlime mix
217,Booster Blaster, add jack daniels southern comfort and yukon jack to your glass with ice fill with cola and enjoy     bourbon whiskey    peach liqueur    canadian whisky
218,Boot Hill, combine whiskey applejack brandy lemon juice and sugar in a cocktail shaker halffilled with ice cubes shake well strain into a cocktail glass and serve     blended whiskey    apple brandy   lemon juice   tsp superfine sugar
219,Bootleg, pour all ingredients into an oldfashioned or rocks glass stir lightly and serve     bourbon whiskey    sambuca    peach liqueur
220,Booty Call 101, stir all ingredients together in a highball glass filled with ice cubes and serve     blackberry schnapps    peach schnapps    lemon rum    sours      cranberry juice
221,Angel`s Tit, pour ingredients into glass in order given carefully so each layer floats on top of the previous one with mixing chill for hour before serving     white creme de cacao    cherry liqueur    halfandhalf  top with cherry
